,text,target,loss_by_words,loss_by_sentences,max_word_loss
3089,dcm cô vs mẹ t còn joke lét trc mặt t😔,địt con mẹ cô với mẹ tôi còn joke loét trước mặt tôi😔,"<s>: 0.0144, ▁đ: 0.9317, ị: 0.473, t: 0.0139, ▁con: 0.0716, ▁mẹ: 0.1184, ▁cô: 0.2001, ▁với: 0.064, ▁mẹ: 0.0221, ▁tôi: 0.1367, ▁còn: 0.0717, <unk>: 0.6898, ▁lo: 14.0799, ét: 3.8609, ▁trước: 0.3991, ▁mặt: 0.0188, ▁tôi: 0.111, <unk>: 0.0703, </s>: 0.0786",1.1277,14.0799
6620,Lương ko thoả đág thì sớm muộn cg byeee,Lương không thỏa đáng thì sớm muộn cũng bye,"<s>: 0.0138, ▁Lương: 0.0145, ▁không: 0.0731, <unk>: 7.699, ▁đáng: 0.1838, ▁thì: 0.0595, ▁sớm: 0.0024, ▁muộn: 0.0101, ▁cũng: 0.1132, ▁by: 0.004, e: 0.0072, </s>: 5.3472",1.1273,7.699
8867,haizz bí kíp giữ lửa là zì v = :))) tôi thì 1 năm hơn r nhma came thấy chán,Haizz bí kíp giữ lửa là gì vậy = :))) tôi thì một năm hơn rồi nhưng mà cảm thấy chán,"<s>: 0.0146, ▁Hai: 7.3329, zz: 0.0001, ▁bí: 0.0164, ▁kí: 0.0377, p: 0.0316, ▁giữ: 0.004, ▁lửa: 0.0039, ▁là: 0.0797, ▁gì: 0.0944, ▁vậy: 0.0134, ▁=: 0.0127, <unk>: 0.0374, ▁tôi: 0.0311, ▁thì: 0.045, ▁một: 5.5085, ▁năm: 0.0223, ▁hơn: 0.052, ▁rồi: 0.0456, ▁nhưng: 0.0447, ▁mà: 0.0646, ▁cảm: 13.5858, ▁thấy: 0.9569, ▁chán: 0.002, </s>: 0.085",1.1249,13.5858
1074,Chắc chắn là xăng 92 :) Chứ cs cốn lài màk cs 95 màk giá 25k,Chắc chắn là xăng 92 :) Chứ có cái lồn mà có 95 mà giá 25k,"<s>: 0.0145, ▁C: 0.07, hắc: 0.0041, ▁chắn: 0.0148, ▁là: 0.0745, ▁xăng: 0.0028, ▁92: 0.0006, <unk>: 0.2969, ▁Ch: 0.1388, ứ: 0.0283, ▁có: 0.0563, ▁cái: 13.0473, ▁lồ: 3.9999, n: 0.0399, ▁mà: 6.5044, ▁có: 0.1537, ▁95: 0.0057, ▁mà: 0.0411, ▁giá: 0.0519, ▁25: 0.0015, k: 0.0465, </s>: 0.0781",1.1214,13.0473
2095,"Đấy, mấy thồn lằng vs mấy c nốn lừng tôn thờ tư tưởng ""vk ck cãi nhau c c* lm hòa"" thấy cảnh ch?","Đấy, mấy thằng lồn với mấy con nứng lồn tôn thờ tư tưởng ""vợ chồng cãi nhau con cặc làm hòa"" thấy cảnh chưa?","<s>: 0.0148, ▁Đ: 0.0476, ấ: 0.0337, y: 0.0477, ,: 0.0952, ▁mấy: 0.0079, ▁thằng: 1.9037, ▁lồ: 6.4032, n: 0.0239, ▁với: 1.9362, ▁mấy: 0.0118, ▁con: 0.1197, ▁n: 0.0251, ứ: 12.4787, ng: 4.7668, ▁lồ: 7.7187, n: 0.0345, ▁tôn: 0.0002, ▁thờ: 0.0118, ▁tư: 0.0125, ▁tưởng: 0.0098, ▁"": 0.0799, v: 0.0837, ợ: 0.0669, ▁chồng: 0.0016, ▁cãi: 0.0017, ▁nhau: 0.0077, ▁con: 0.2774, ▁c: 3.7098, ặc: 1.331, ▁làm: 0.233, <unk>: 0.9034, "": 0.0252, ▁thấy: 0.009, ▁cảnh: 0.0054, ▁chưa: 0.0345, ?: 0.0681, </s>: 0.0448",1.1207,12.4787
3600,Lẩu bonus nướng lun nka bác maps.app.goo.gl/7GCbx…,Lẩu tặng thêm nướng luôn nha bác maps.app.goo.gl/7GCbx…,"<s>: 0.0149, ▁L: 0.0971, ẩ: 0.0296, u: 0.0331, ▁tặng: 11.7686, ▁thêm: 14.0933, ▁nướng: 0.0527, ▁luôn: 0.3279, ▁nha: 0.0059, ▁bác: 0.0063, ▁map: 0.0003, s: 0.0125, .: 0.048, app: 0.0151, .: 0.0677, goo: 0.0003, .: 0.0602, gl: 0.0008, /7: 0.0485, GC: 0.0766, b: 0.0437, x: 0.026, ...: 0.0105, </s>: 0.047",1.1203,14.0933
5403,Mik có đủ ttin ck.,Mình có đủ thông tin chuyển khoản.,"<s>: 0.0155, ▁Mình: 0.0368, ▁có: 0.0603, ▁đủ: 0.0457, ▁thông: 0.0226, ▁tin: 0.075, ▁chuyển: 9.8107, ▁khoản: 0.8251, .: 0.2368, </s>: 0.061",1.1189,9.8107
8000,Bà ib mnf cho t zới,Bà inbox manifest cho tôi với,"<s>: 0.0148, ▁Bà: 0.0554, ▁in: 0.0489, box: 0.0346, ▁manifest: 9.5825, ▁cho: 0.069, ▁tôi: 0.1297, ▁với: 0.0384, </s>: 0.089",1.118,9.5825
6694,"Nma 8tr thì Fsoft cg trả đk màk bác, fresher n offer tôi 8 triệu.","Nhưng mà 8 triệu thì FPT Software cũng trả được mà bác, fresher nó offer tôi 8 triệu.","<s>: 0.0162, ▁Nhưng: 0.0419, ▁mà: 0.0517, ▁8: 0.0164, ▁triệu: 0.1092, ▁thì: 0.0741, ▁F: 0.0158, PT: 12.8815, ▁Software: 12.7923, ▁cũng: 0.0944, ▁trả: 0.0269, ▁được: 0.1336, ▁mà: 0.1121, ▁bác: 0.0548, ,: 0.1057, ▁fresh: 0.0004, er: 0.0034, ▁nó: 0.0368, ▁offer: 0.0017, ▁tôi: 0.0799, ▁8: 0.0114, ▁triệu: 0.0065, .: 0.0848, </s>: 0.0661",1.1174,12.8815
5562,acc ms tạo thì hiểu r,account mới tạo thì hiểu rồi,"<s>: 0.0145, ▁account: 8.6536, ▁mới: 0.0413, ▁tạo: 0.0098, ▁thì: 0.0622, ▁hiểu: 0.0092, ▁rồi: 0.0492, </s>: 0.0899",1.1162,8.6536
5226,zạ chỗ này em v ay c moneveo đc 1tr cs xù đc k ah,dạ chỗ này em vay con Moneveo được 1 triệu có xù được không anh,"<s>: 0.0171, ▁dạ: 0.0914, ▁chỗ: 0.0173, ▁này: 0.0286, ▁em: 0.1156, ▁vay: 12.4, ▁con: 1.8882, ▁Mon: 5.9854, eve: 0.011, o: 0.0232, ▁được: 0.0439, ▁1: 0.0237, ▁triệu: 0.2018, ▁có: 0.1583, ▁x: 0.3404, ù: 0.0018, ▁được: 0.0906, ▁không: 0.058, ▁anh: 0.7462, </s>: 0.0734",1.1158,12.4
5682,acc clone của JWY hả,account clone của JWY hả,"<s>: 0.0147, ▁account: 9.7403, ▁clo: 0.0004, ne: 0.0033, ▁của: 0.0865, ▁J: 0.1189, WY: 0.0, ▁hả: 0.007, </s>: 0.0693",1.1156,9.7403
4890,2 kiểu này cực kì khác biệt ah,Hai kiểu này cực kỳ khác biệt ạ,"<s>: 0.0148, ▁Hai: 7.4092, ▁kiểu: 0.0102, ▁này: 0.0461, ▁cực: 0.007, ▁kỳ: 1.6513, ▁khác: 0.01, ▁biệt: 0.0308, ▁ạ: 1.8845, </s>: 0.084",1.1148,7.4092
4227,Cx nh cty hàn lắm as,Cũng nhiều công ty Hàn lắm á,"<s>: 0.0148, ▁: 0.2522, Cũng: 0.0242, ▁nhiều: 0.0349, ▁công: 0.2577, ▁ty: 0.0491, ▁Hàn: 10.2596, ▁lắm: 0.1532, ▁á: 0.0186, </s>: 0.0752",1.1139,10.2596
5674,bữa te te chạy ra VT chs 1m về bị côg an tóm phạt ht 1tr4 (do xin zới bỏ túi nên ms dc giá ds :))))) khok nc mũi chảy tèm lem về khoe vs mng hên wa cs tr4 dư tiền để đóng :)) chứ nghèo nghèo kẹt kẹt là dzừa buồn còn dzừa nhục :)),bữa te te chạy ra Vũng Tàu chơi 1 mình về bị công an tóm phạt hết 1 triệu 4 (do xin với bỏ túi nên mới được giá đó :))))) khóc nước mũi chảy tèm lem về khoe với mọi người hên quá có triệu 4 dư tiền để đóng :)) chứ nghèo nghèo kẹt kẹt là vừa buồn còn vừa nhục :)),"<s>: 0.0142, ▁bữa: 0.003, ▁te: 0.2988, ▁te: 0.2215, ▁chạy: 0.0056, ▁ra: 0.0223, ▁Vũ: 2.0167, ng: 0.0106, ▁Tàu: 0.0053, ▁chơi: 0.0102, ▁1: 0.0571, ▁mình: 0.4284, ▁về: 0.0703, ▁bị: 0.0529, ▁công: 0.0467, ▁an: 0.0147, ▁tóm: 0.0002, ▁phạt: 0.0064, ▁hết: 0.0209, ▁1: 0.0353, ▁triệu: 0.219, ▁4: 1.2795, ▁(: 0.0359, do: 0.3172, ▁xin: 0.0064, ▁với: 0.0772, ▁bỏ: 0.0007, ▁túi: 0.0007, ▁nên: 0.0482, ▁mới: 0.0217, ▁được: 0.0566, ▁giá: 0.0264, ▁đó: 0.0139, <unk>: 0.1451, <unk>: 0.1321, ▁khóc: 0.0418, ▁nước: 0.0717, ▁mũi: 0.0017, ▁chảy: 0.0004, ▁tè: 0.0001, m: 0.0217, ▁le: 0.4877, m: 0.0221, ▁về: 0.046, ▁kho: 0.0076, e: 0.0302, ▁với: 0.0303, ▁mọi: 0.0302, ▁người: 0.051, ▁: 0.3031, hên: 0.0002, ▁quá: 0.0038, ▁có: 0.0568, ▁triệu: 4.5701, ▁4: 0.1365, ▁dư: 0.0008, ▁tiền: 10.6189, ▁để: 7.4304, ▁đóng: 5.3643, <unk>: 5.5605, ▁chứ: 11.2574, ▁nghèo: 10.2569, ▁nghèo: 7.9667, </s>: 1.1543",1.1132,11.2574
4377,Đt: Dùng chế độ Pro nếu cs: S: 1/250 ISO: 400–1600 WB: auto Ưu tiên chế độ 2x,Điện thoại: Dùng chế độ Pro nếu có: Shutter: 1/250 ISO: 400–1600 White balance: auto Ưu tiên chế độ 2x,"<s>: 0.0152, ▁Điện: 1.8583, ▁thoại: 0.0312, :: 0.0331, ▁Dùng: 0.0268, ▁chế: 0.0134, ▁độ: 0.0149, ▁Pro: 0.0068, ▁nếu: 0.0495, ▁có: 0.0732, :: 0.0652, ▁Shu: 9.903, tter: 4.3055, :: 3.3924, ▁1/2: 0.02, 50: 0.0017, ▁ISO: 0.0027, :: 0.0364, ▁400: 0.002, –: 0.4452, 1600: 0.0191, ▁White: 7.153, ▁balance: 7.7729, :: 0.0991, ▁auto: 0.0014, ▁Ưu: 0.0023, ▁tiên: 0.0362, ▁chế: 0.0114, ▁độ: 0.0308, ▁2: 0.0151, x: 0.0583, </s>: 0.0913",1.1121,9.903
2463,Hay đọc Pháp y tần minh ch bà?,Hay đọc Pháp y Tần Minh chưa bà?,"<s>: 0.015, ▁Hay: 0.022, ▁đọc: 0.0213, ▁Pháp: 0.0098, ▁y: 0.0718, ▁Tần: 9.4173, ▁Minh: 2.2861, ▁chưa: 0.1452, ▁bà: 0.0544, ?: 0.0947, </s>: 0.0717",1.1099,9.4173
8457,Fact: C thỏ cắn rất đau n ko cs khái niệm trung thành,Sự thật: Con thỏ cắn rất đau nó không có khái niệm trung thành,"<s>: 0.0156, ▁Sự: 18.3921, ▁thật: 0.8593, :: 3.1158, ▁Con: 0.1117, ▁th: 0.0894, ỏ: 0.0284, ▁c: 0.1075, ắ: 0.0712, n: 0.0411, ▁rất: 0.0173, ▁đau: 0.0077, ▁nó: 0.0407, ▁không: 0.1407, ▁có: 0.0898, ▁khá: 0.0005, i: 0.0475, ▁niệm: 0.0059, ▁trung: 0.0137, ▁thành: 0.0121, </s>: 0.093",1.1096,18.3921
3733,Ko ai hỏi nma fact là trg số các bài vượt lên thì phần lớn đều là fc từng ăn cắp method stream của army 🥰 bảo s ảmu ghét mấy c bật gốc,Không ai hỏi nhưng mà thực tế là trong số các bài vượt lên thì phần lớn đều là fan club từng ăn cắp method stream của ARMY 🥰 bảo sao ARMY ghét mấy con bật gốc,"<s>: 0.0139, ▁Không: 0.0781, ▁ai: 0.0438, ▁hỏi: 0.0167, ▁nhưng: 0.0464, ▁mà: 0.06, ▁thực: 13.4634, ▁tế: 3.5867, ▁là: 0.2873, ▁trong: 0.0202, ▁số: 0.0183, ▁các: 0.0407, ▁bài: 0.0034, ▁vượt: 0.0008, ▁lên: 0.0158, ▁thì: 0.0374, ▁phần: 0.0126, ▁lớn: 0.0243, ▁đều: 0.0124, ▁là: 0.0391, ▁fan: 2.2104, ▁club: 4.4864, ▁từng: 0.0231, ▁ăn: 0.0027, ▁c: 0.0259, ắ: 0.0066, p: 0.008, ▁method: 0.0222, ▁stream: 0.0005, ▁của: 0.0799, ▁ARM: 7.9669, Y: 4.9713, ▁: 0.088, <unk>: 0.0811, ▁bảo: 0.0114, ▁sao: 0.0068, ▁ARM: 10.3064, Y: 1.4059, ▁ghé: 0.0113, t: 0.0259, ▁mấy: 0.0047, ▁con: 0.2907, ▁bật: 0.0002, ▁gốc: 0.0005, </s>: 0.0627",1.1093,13.4634
8916,Full nhóm lun đúng hong bà🥹,Full nhóm luôn đúng không bà 🥹,"<s>: 0.0151, ▁Full: 0.0623, ▁nhóm: 0.0336, ▁luôn: 0.0256, ▁đúng: 0.0215, ▁không: 0.0598, ▁bà: 0.0273, ▁: 8.7784, <unk>: 1.9699, </s>: 0.0772",1.1071,8.7784
3333,Gđình cần pass 8Cat1B - 1 FZB Ank ce gần xa cần vé để thưởng thức 1 buổi hoà nhạc quành tráng,Gia đình cần pass 8Cat1B - 1 FZB Anh chị em gần xa cần vé để thưởng thức một buổi hòa nhạc hoành tráng,"<s>: 0.0182, ▁Gia: 0.0603, ▁đình: 0.0549, ▁cần: 0.0308, ▁pass: 0.0005, ▁8: 0.0113, Cat: 0.2987, 1: 0.0128, B: 0.0327, ▁-: 0.0451, ▁1: 0.0276, ▁: 1.599, FZ: 0.0064, B: 0.0463, ▁Anh: 0.1615, ▁chị: 0.2261, ▁em: 7.6035, ▁gần: 0.0512, ▁xa: 0.0255, ▁cần: 0.0186, ▁vé: 0.0118, ▁để: 0.0878, ▁thưởng: 0.0018, ▁thức: 0.0582, ▁một: 3.4456, ▁buổi: 0.0026, <unk>: 10.2208, ▁nhạc: 0.0126, ▁hoàn: 5.6596, h: 6.5902, ▁trá: 0.0019, ng: 0.0241, </s>: 0.0792",1.1069,10.2208
4132,Ms check tnhan chờ trên ins của mk nka 😍,Miss check tin nhắn chờ trên Instagram của mình nha 😍,"<s>: 0.0148, ▁Miss: 13.0377, ▁check: 0.1473, ▁tin: 0.0112, ▁nhắn: 0.0089, ▁chờ: 0.0088, ▁trên: 0.0299, ▁Instagram: 1.8312, ▁của: 0.1059, ▁mình: 0.0677, ▁nha: 0.0136, ▁: 0.0776, <unk>: 0.0575, </s>: 0.0546",1.1048,13.0377
6689,Lm dev 8-12 màk bác theo em bjk là z,Làm developer 8-12 mà bác theo em biết là thế,"<s>: 0.0159, ▁Làm: 0.0782, ▁developer: 13.1662, ▁8: 0.0081, -12: 0.0096, ▁mà: 0.0876, ▁bác: 0.0165, ▁theo: 0.0283, ▁em: 0.1065, ▁biết: 0.0322, ▁là: 0.0707, ▁thế: 0.6479, </s>: 0.0856",1.1041,13.1662
5100,"ah ơi shao em v ay đc mỗi c moneveo z ạk , a hd em vs ạk","anh ơi sao em vay được mỗi con Moneveo vậy ạ , anh hướng dẫn em với ạ","<s>: 0.0141, ▁anh: 0.0791, ▁ơi: 0.0213, ▁sao: 0.0016, ▁em: 0.0497, ▁vay: 12.7892, ▁được: 0.3273, ▁mỗi: 0.0277, ▁con: 0.1577, ▁Mon: 5.1351, eve: 0.019, o: 0.0447, ▁vậy: 0.5901, ▁ạ: 0.0037, ▁: 0.0656, ,: 0.0726, ▁anh: 0.1427, ▁hướng: 5.5806, ▁dẫn: 0.0028, ▁em: 0.1268, ▁với: 0.0266, ▁ạ: 0.0068, </s>: 0.0986",1.1036,12.7892
1830,Ớt ti cũg thỉnh thoảng zô hỏi thăm tình hình cb dnay s rùi màk 😆,Ét Ti cũng thỉnh thoảng vô hỏi thăm tình hình các bạn dạo này sao rồi mà 😆,"<s>: 0.0144, ▁É: 12.489, t: 5.8739, ▁Ti: 7.355, ▁cũng: 0.4621, ▁th: 0.0073, ỉnh: 0.0012, ▁tho: 0.0589, ảng: 0.0109, ▁vô: 0.0088, ▁hỏi: 0.0355, ▁thăm: 0.0991, ▁tình: 0.0095, ▁hình: 0.0692, ▁các: 0.108, ▁bạn: 0.1007, ▁dạ: 0.4671, o: 0.0016, ▁này: 0.0882, ▁sao: 0.0372, ▁rồi: 0.0304, ▁mà: 0.0503, ▁: 0.0716, <unk>: 0.0763, </s>: 0.0648",1.1036,12.489
7849,Muốn tạo tt riêng up cho Long mak t lười up vid qá🫠,Muốn tạo TikTok riêng up cho Long mà tôi lười up video quá🫠,"<s>: 0.0153, ▁Muốn: 0.0174, ▁tạo: 0.0062, ▁Tik: 8.0757, T: 6.822, ok: 4.1501, ▁riêng: 0.0081, ▁up: 0.0035, ▁cho: 0.0893, ▁Long: 0.0007, ▁mà: 0.0629, ▁tôi: 0.1912, ▁l: 0.0723, ười: 0.0041, ▁up: 0.0107, ▁video: 1.3139, ▁quá: 0.0203, <unk>: 0.0422, </s>: 0.0578",1.1034,8.0757
4477,"M67, 67kg mầm phì nỗi j?","1m67, 67kg mầm phì nỗi gì?","<s>: 0.0153, ▁1: 11.6702, m: 4.8214, 67: 0.0551, ,: 0.1226, ▁67: 0.0113, kg: 0.0162, ▁m: 0.1172, ầ: 0.0048, m: 0.0166, ▁p: 0.5654, hì: 0.0034, ▁nỗi: 0.0015, ▁gì: 0.0306, ?: 0.0733, </s>: 0.064",1.0993,11.6702
6948,"- Nếu là hoạ đổ 🩸, thì cứ ik hiến máo trc he he","- Nếu là họa đổ 🩸, thì cứ đi hiến máu trước he he","<s>: 0.015, ▁-: 0.0332, ▁Nếu: 0.0262, ▁là: 0.0539, <unk>: 8.0167, ▁đổ: 0.0205, ▁: 0.2297, <unk>: 0.0763, ,: 0.1485, ▁thì: 0.0741, ▁cứ: 0.0167, ▁đi: 0.0462, ▁hiến: 0.001, ▁máu: 10.7413, ▁trước: 0.121, ▁he: 0.0074, ▁he: 0.0037, </s>: 0.1166",1.0971,10.7413
3183,"theo cái sơ đồ này thì yêu nhau đc :)))) chạ niên quan huyết thống, 2 bên thông gia hoy","theo cái sơ đồ này thì yêu nhau được :)))) chẳng liên quan huyết thống, hai bên thông gia thôi","<s>: 0.0141, ▁theo: 0.0359, ▁cái: 0.0356, ▁sơ: 0.0008, ▁đồ: 0.0052, ▁này: 0.0384, ▁thì: 0.0595, ▁yêu: 0.0273, ▁nhau: 0.0098, ▁được: 0.0808, <unk>: 0.3678, ): 0.0318, ▁chẳng: 9.9196, ▁liên: 1.5718, ▁quan: 0.0105, ▁huyết: 0.0038, ▁thống: 0.0053, ,: 0.1613, ▁hai: 4.6537, ▁bên: 0.0139, ▁thông: 0.0017, ▁gia: 0.0174, ▁thôi: 9.1735, </s>: 0.0833",1.0968,9.9196
1571,g tui cs ngiu ms cmnl mak n vẫn stalk :)) ( hồi đók nhỏ ds còn gây war zới tui ),giờ tui có người yêu mới con mẹ nó luôn mà nó vẫn stalk :)) ( hồi đó nhỏ đó còn gây war với tui ),"<s>: 0.0145, ▁giờ: 0.053, ▁tui: 0.0931, ▁có: 0.082, ▁người: 0.0285, ▁yêu: 0.1477, ▁mới: 0.0038, ▁con: 7.4205, ▁mẹ: 2.6085, ▁nó: 0.3231, ▁luôn: 7.7298, ▁mà: 12.2389, ▁nó: 0.0346, ▁vẫn: 0.0225, ▁stal: 0.0022, k: 0.0796, <unk>: 0.2913, ▁(: 0.0344, ▁hồi: 0.0062, ▁đó: 0.023, ▁nhỏ: 0.0087, ▁đó: 0.035, ▁còn: 0.0531, ▁gây: 0.0046, ▁war: 0.0121, ▁với: 0.0456, ▁tui: 0.3086, ▁): 0.0131, </s>: 0.0888",1.0968,12.2389
1955,"Đã ha bà ther, cs thể là lỗ lun","Đã hả bà thơ, có thể là lỗ luôn","<s>: 0.0146, ▁Đã: 0.0092, ▁hả: 2.9305, ▁bà: 0.048, ▁thơ: 9.7101, ,: 0.1613, ▁có: 0.1, ▁thể: 0.0184, ▁là: 0.0407, ▁lỗ: 0.0006, ▁luôn: 0.0333, </s>: 0.0932",1.0967,9.7101
3435,da e là da dầu nhạy kảm dễ kích ứng nên dùng g cx cân nhắc đấy c ạk Cerave là ok nhất ạk,da em là da dầu nhạy cảm dễ kích ứng nên dùng gì cũng cân nhắc đấy chị ạ CeraVe là ok nhất ạ,"<s>: 0.014, ▁da: 0.017, ▁em: 0.1032, ▁là: 0.0685, ▁da: 0.0281, ▁dầu: 0.0043, ▁nhạy: 0.0006, ▁cảm: 0.0039, ▁dễ: 0.0232, ▁kích: 0.0006, ▁ứng: 0.0684, ▁nên: 0.0636, ▁dùng: 0.0311, ▁gì: 0.7544, ▁cũng: 0.0645, ▁cân: 0.0008, ▁nhắc: 0.0058, ▁đấy: 0.0099, ▁chị: 0.164, ▁ạ: 0.033, ▁Cer: 12.1889, a: 9.7973, Ve: 6.9513, ▁là: 0.0791, ▁ok: 0.0035, ▁nhất: 0.0583, ▁ạ: 0.0165, </s>: 0.1206",1.0955,12.1889
3628,tui đăng lại lun r chỉ sợ mất acc,tôi đăng lại luôn rồi chỉ sợ mất tài khoản,"<s>: 0.0138, ▁tôi: 2.5817, ▁đăng: 0.0052, ▁lại: 0.0705, ▁luôn: 0.0326, ▁rồi: 0.02, ▁chỉ: 0.0374, ▁sợ: 0.0162, ▁mất: 0.0083, ▁tài: 10.2248, ▁khoản: 0.0575, </s>: 0.0762",1.0954,10.2248
5448,Đã hiền còn dzai đẹp gái nũa🫶,Đã hiền còn đẹp trai đẹp gái nữa🫶,"<s>: 0.0168, ▁Đã: 0.0103, ▁h: 0.0537, iền: 0.0023, ▁còn: 0.0566, ▁đẹp: 1.7496, ▁trai: 2.3333, ▁đẹp: 7.857, ▁gái: 0.1623, ▁nữa: 0.706, <unk>: 0.093, </s>: 0.0682",1.0924,7.857
5007,Nên bỏ ik nếu cầm tiền nhớ đến tx thì mua đồ cho bthan hoặc ng thân,Nên bỏ đi nếu cầm tiền nhớ đến tài xỉu thì mua đồ cho bản thân hoặc người thân,"<s>: 0.0141, ▁Nên: 0.0107, ▁bỏ: 0.0188, ▁đi: 0.031, ▁nếu: 0.0487, ▁cầm: 0.0091, ▁tiền: 0.0231, ▁nhớ: 0.0243, ▁đến: 0.0257, ▁tài: 6.8751, ▁x: 7.3207, ỉ: 6.3754, u: 3.9599, ▁thì: 0.0521, ▁mua: 0.016, ▁đồ: 0.0157, ▁cho: 0.0527, ▁bản: 0.0033, ▁thân: 0.038, ▁hoặc: 0.0197, ▁người: 0.0837, ▁thân: 0.0163, </s>: 0.0847",1.0921,7.3207
8748,Hên xui mò.,Hên xui mà.,"<s>: 0.017, ▁H: 0.1299, ên: 0.0074, ▁xu: 0.0056, i: 0.049, ▁mà: 8.3306, .: 0.1294, </s>: 0.0652",1.0918,8.3306
1542,Tsb nyc t ct 2 năm r vẫn còn để recap2025 mặt t^^ xg dnay th chập chờn đấy stalk ig t nx.,Tiên sư bố người yêu cũ tôi chia tay 2 năm rồi vẫn còn để recap 2025 mặt tôi^^ xong dạo này thằng chập chờn đấy stalk instagram tôi nữa.,"<s>: 0.0151, ▁Tiên: 13.9423, ▁sư: 9.3091, ▁bố: 4.1214, ▁người: 0.011, ▁yêu: 0.017, ▁cũ: 0.0203, ▁tôi: 0.1111, ▁chia: 0.016, ▁tay: 0.0098, ▁2: 0.027, ▁năm: 0.0208, ▁rồi: 0.0304, ▁vẫn: 0.019, ▁còn: 0.0255, ▁để: 0.0337, <unk>: 1.3139, ▁2025: 5.3602, ▁mặt: 0.019, ▁tôi: 0.1056, <unk>: 2.205, ▁xong: 0.1625, ▁dạ: 1.0179, o: 0.0011, ▁này: 0.0685, ▁thằng: 2.1349, ▁ch: 0.023, ập: 0.0025, ▁chờ: 0.0034, n: 0.0674, ▁đấy: 0.0238, ▁stal: 0.0006, k: 0.046, ▁instagram: 0.7951, ▁tôi: 0.1491, ▁nữa: 0.0631, .: 0.0633, </s>: 0.0751",1.0903,13.9423
2533,SQ kiểu này tước quân tịch lun,Sĩ quan kiểu này tước quân tịch luôn,"<s>: 0.0156, ▁S: 1.0321, ĩ: 10.8945, ▁quan: 0.6698, ▁kiểu: 0.2718, ▁này: 0.0299, ▁t: 0.036, ước: 0.0029, ▁quân: 0.0035, ▁tịch: 0.0012, ▁luôn: 0.0226, </s>: 0.0854",1.0888,10.8945
3929,"- ĐƯƠNG NHIÊN LÀ KO, ZAI THẲNG THÌ CƯỚI 🆑 ZÌ","- ĐƯƠNG NHIÊN LÀ KHÔNG, TRAI THẲNG THÌ CƯỚI CÁI LỒN GÌ","<s>: 0.0152, ▁-: 0.0451, ▁Đ: 0.0289, ƯƠNG: 0.0247, ▁NH: 0.011, IÊN: 0.0008, ▁L: 0.1241, À: 0.031, ▁KHÔNG: 0.5341, ,: 0.0407, ▁TRA: 6.7609, I: 0.0484, ▁TH: 0.023, Ẳ: 0.006, NG: 0.0291, ▁TH: 0.0388, Ì: 0.0053, ▁C: 0.0366, Ư: 0.0107, Ớ: 0.0122, I: 0.0836, ▁C: 7.5332, Á: 4.6122, I: 0.4158, ▁L: 4.7453, Ồ: 3.3359, N: 1.4326, ▁G: 2.6092, Ì: 0.0062, </s>: 0.0535",1.0885,7.5332
6345,ba em nay tìm đc ziệc rùi cũg gần nhà ...hẹ hẹ .,ba em nay tìm được việc rồi cũng gần nhà ...hehe .,"<s>: 0.0141, ▁ba: 0.054, ▁em: 0.1111, ▁nay: 0.0128, ▁tìm: 0.0253, ▁được: 0.0692, ▁việc: 0.0089, ▁rồi: 0.13, ▁cũng: 0.0462, ▁gần: 0.0204, ▁nhà: 0.0485, ▁...: 0.1028, hehe: 10.9728, ▁: 5.6492, .: 0.0526, </s>: 0.0684",1.0866,10.9728
7555,"API gemini mk dùng Rag để tích hợp luận giải, lá số là mk tự an bằng kthuc của mik.","API Gemini mình dùng RAG để tích hợp luận giải, lá số là mình tự an bằng kiến thức của mình.","<s>: 0.0123, ▁API: 0.0604, ▁Ge: 4.5133, mini: 0.0011, ▁mình: 0.08, ▁dùng: 0.0282, ▁RA: 17.5469, G: 5.9557, ▁để: 0.0504, ▁tích: 0.0022, ▁hợp: 0.0618, ▁luận: 0.0068, ▁giải: 0.0086, ,: 0.1134, ▁lá: 0.0026, ▁số: 0.0046, ▁là: 0.0705, ▁mình: 0.0756, ▁tự: 0.0204, ▁an: 0.0035, ▁bằng: 0.0118, ▁kiến: 0.37, ▁thức: 0.046, ▁của: 0.1301, ▁mình: 0.0103, .: 0.0795, </s>: 0.0506",1.0858,17.5469
1820,"🤣🤣🤣 bộ t bỏ lỡ dzề hả, twa ngủ sớm.","🤣🤣🤣 bộ tôi bỏ lỡ gì hả, tối qua ngủ sớm.","<s>: 0.0155, ▁: 0.1111, <unk>: 0.0252, <unk>: 0.062, <unk>: 0.1136, ▁bộ: 0.0154, ▁tôi: 0.1771, ▁bỏ: 0.0056, ▁l: 0.0767, ỡ: 0.0103, ▁gì: 0.0351, ▁hả: 0.0065, ,: 0.0909, ▁tối: 10.8315, ▁qua: 8.8995, ▁ngủ: 0.0121, ▁sớm: 0.0081, .: 0.07, </s>: 0.0606",1.0856,10.8315
8648,còn Guma t-thì s ạk...,còn Guma thì sao ạ...,"<s>: 0.0155, ▁còn: 0.094, ▁Gum: 0.0011, a: 0.0976, ▁thì: 9.4, ▁sao: 0.0352, ▁ạ: 0.0278, ...: 0.032, </s>: 0.0636",1.0852,9.4
