sentence,list
Ý tưởng mới vĩ đại làm sao.,"['Ý', 'tưởng', 'mới', 'vĩ', 'đại', 'làm', 'sao.']"
- Và giờ tôi đang cho anh.,"['-', 'Và', 'giờ', 'tôi', 'đang', 'cho', 'anh.']"
"Anh yêu em , anh muốn gặp em ngay lập tức , và em biết đó nghĩa là gì mà.","['Anh', 'yêu', 'em', ',', 'anh', 'muốn', 'gặp', 'em', 'ngay', 'lập', 'tức', ',', 'và', 'em', 'biết', 'đó', 'nghĩa', 'là', 'gì', 'mà.']"
nhưng có vẻ như với tôi hai ông..,"['nhưng', 'có', 'vẻ', 'như', 'với', 'tôi', 'hai', 'ông..']"
Với một vị vua không có tiếng nói.,"['Với', 'một', 'vị', 'vua', 'không', 'có', 'tiếng', 'nói.']"
"Cậu đã làm hết sức rồi, Thượng sỹ Sunday à.","['Cậu', 'đã', 'làm', 'hết', 'sức', 'rồi,', 'Thượng', 'sỹ', 'Sunday', 'à.']"
Phải cho rất nhiều phốt pho vào bức tượng.,"['Phải', 'cho', 'rất', 'nhiều', 'phốt', 'pho', 'vào', 'bức', 'tượng.']"
Lực lượng dân quân đã được thiết lập bên ngoài Las Vegas,"['Lực', 'lượng', 'dân', 'quân', 'đã', 'được', 'thiết', 'lập', 'bên', 'ngoài', 'Las', 'Vegas']"
"Hạ rèm xuống, đừng để cho tụi nó thấy!","['Hạ', 'rèm', 'xuống,', 'đừng', 'để', 'cho', 'tụi', 'nó', 'thấy!']"
Không cần thiết phải lo sợ cho La Mã khi mà Glabrus còn ở với chúng ta.,"['Không', 'cần', 'thiết', 'phải', 'lo', 'sợ', 'cho', 'La', 'Mã', 'khi', 'mà', 'Glabrus', 'còn', 'ở', 'với', 'chúng', 'ta.']"
"Big Man còn mổ bụng hai cô khác, họ chết cả rồi.","['Big', 'Man', 'còn', 'mổ', 'bụng', 'hai', 'cô', 'khác,', 'họ', 'chết', 'cả', 'rồi.']"
Tôi chỉ cần cậu đi ra đó và ghi điểm cho tôi thôi Aaron.,"['Tôi', 'chỉ', 'cần', 'cậu', 'đi', 'ra', 'đó', 'và', 'ghi', 'điểm', 'cho', 'tôi', 'thôi', 'Aaron.']"
"Em tới gặp anh là vì em thích, không phải chuyện làm ăn.","['Em', 'tới', 'gặp', 'anh', 'là', 'vì', 'em', 'thích,', 'không', 'phải', 'chuyện', 'làm', 'ăn.']"
Anh đã tìm được hai mẹ con em.,"['Anh', 'đã', 'tìm', 'được', 'hai', 'mẹ', 'con', 'em.']"
Chúng ta có thể thành công nhưng chỉ khi chúng ta hành động cùng nhau.,"['Chúng', 'ta', 'có', 'thể', 'thành', 'công', 'nhưng', 'chỉ', 'khi', 'chúng', 'ta', 'hành', 'động', 'cùng', 'nhau.']"
Anh có thể lấy số điện thoại của em không,"['Anh', 'có', 'thể', 'lấy', 'số', 'điện', 'thoại', 'của', 'em', 'không']"
Liệu có còn hy vọng nào không?,"['Liệu', 'có', 'còn', 'hy', 'vọng', 'nào', 'không?']"
Hãi hùng chuyện cậu ta đã nhìn thấy.,"['Hãi', 'hùng', 'chuyện', 'cậu', 'ta', 'đã', 'nhìn', 'thấy.']"
"Có 4 kẻ tình nghi, và một tên đã được xác định là Carl Lucas, kẻ có liên quan tới","['Có', '4', 'kẻ', 'tình', 'nghi,', 'và', 'một', 'tên', 'đã', 'được', 'xác', 'định', 'là', 'Carl', 'Lucas,', 'kẻ', 'có', 'liên', 'quan', 'tới']"
Có chương trình Bất Khả Xâm Phạm của Bob Stack!,"['Có', 'chương', 'trình', 'Bất', 'Khả', 'Xâm', 'Phạm', 'của', 'Bob', 'Stack!']"
"Tôi rất tiếc, nhưng sẽ không có lễ tang nào hết.","['Tôi', 'rất', 'tiếc,', 'nhưng', 'sẽ', 'không', 'có', 'lễ', 'tang', 'nào', 'hết.']"
Cửa sổ tầng trên đủ to cho tôi ...,"['Cửa', 'sổ', 'tầng', 'trên', 'đủ', 'to', 'cho', 'tôi', '...']"
Tôi biết chúng đưa tướng quân đến đâu rồi.,"['Tôi', 'biết', 'chúng', 'đưa', 'tướng', 'quân', 'đến', 'đâu', 'rồi.']"
Vậy anh muốn đánh tôi cả ngày sao?,"['Vậy', 'anh', 'muốn', 'đánh', 'tôi', 'cả', 'ngày', 'sao?']"
dựa vào chiếc SUV màu đen đang bám theo ta nãy giờ mà anh lại không hề hay biết.,"['dựa', 'vào', 'chiếc', 'SUV', 'màu', 'đen', 'đang', 'bám', 'theo', 'ta', 'nãy', 'giờ', 'mà', 'anh', 'lại', 'không', 'hề', 'hay', 'biết.']"
Tôi chỉ ra tay trước thôi Hannibal.,"['Tôi', 'chỉ', 'ra', 'tay', 'trước', 'thôi', 'Hannibal.']"
Xem ngài tiến sĩ lợn mang đến gì cho ngươi,"['Xem', 'ngài', 'tiến', 'sĩ', 'lợn', 'mang', 'đến', 'gì', 'cho', 'ngươi']"
Em còn không biết mính giống cái gì nữa.,"['Em', 'còn', 'không', 'biết', 'mính', 'giống', 'cái', 'gì', 'nữa.']"
"Hammer, không bám níu vào những điều cho đi.","['Hammer,', 'không', 'bám', 'níu', 'vào', 'những', 'điều', 'cho', 'đi.']"
Mày được tạo ra chỉ để vứt đi.,"['Mày', 'được', 'tạo', 'ra', 'chỉ', 'để', 'vứt', 'đi.']"
Hãy công nhận kỹ năng của tao,"['Hãy', 'công', 'nhận', 'kỹ', 'năng', 'của', 'tao']"
Từ lúc đến đây tôi chưa hề uống rượu.,"['Từ', 'lúc', 'đến', 'đây', 'tôi', 'chưa', 'hề', 'uống', 'rượu.']"
Trông như 2 con gấu xám đánh nhau giành con cá hồi.,"['Trông', 'như', '2', 'con', 'gấu', 'xám', 'đánh', 'nhau', 'giành', 'con', 'cá', 'hồi.']"
Thần sẽ bắt bọn thương nhân và chủ đất làm đầy kho bạc của bệ hạ,"['Thần', 'sẽ', 'bắt', 'bọn', 'thương', 'nhân', 'và', 'chủ', 'đất', 'làm', 'đầy', 'kho', 'bạc', 'của', 'bệ', 'hạ']"
"Một người độc thân, muốn cô nào cũng được, không phiền toái.","['Một', 'người', 'độc', 'thân,', 'muốn', 'cô', 'nào', 'cũng', 'được,', 'không', 'phiền', 'toái.']"
"Khi tôi bước xuống cầu thang, tôi đã nhìn thấy 1 cái cây trong phòng khách","['Khi', 'tôi', 'bước', 'xuống', 'cầu', 'thang,', 'tôi', 'đã', 'nhìn', 'thấy', '1', 'cái', 'cây', 'trong', 'phòng', 'khách']"
Và đã tìm ra cách đó để thử anh ta.,"['Và', 'đã', 'tìm', 'ra', 'cách', 'đó', 'để', 'thử', 'anh', 'ta.']"
"Được rồi, đi thôi, giúp cháu đoán xem ông đã làm sai chỗ nào.","['Được', 'rồi,', 'đi', 'thôi,', 'giúp', 'cháu', 'đoán', 'xem', 'ông', 'đã', 'làm', 'sai', 'chỗ', 'nào.']"
Chúng ta sẽ huỷ hoại một mối quan hệ tích cực của anh ta sao?,"['Chúng', 'ta', 'sẽ', 'huỷ', 'hoại', 'một', 'mối', 'quan', 'hệ', 'tích', 'cực', 'của', 'anh', 'ta', 'sao?']"
"Khi gặp ai đó, tôi không biết đã gặp họ bao giờ chưa.","['Khi', 'gặp', 'ai', 'đó,', 'tôi', 'không', 'biết', 'đã', 'gặp', 'họ', 'bao', 'giờ', 'chưa.']"
"Tôi đã nghĩ, anh ấy chỉ đang tỏ ra lớn hơn tôi.","['Tôi', 'đã', 'nghĩ,', 'anh', 'ấy', 'chỉ', 'đang', 'tỏ', 'ra', 'lớn', 'hơn', 'tôi.']"
Tớ còn không biết gã đó mà.,"['Tớ', 'còn', 'không', 'biết', 'gã', 'đó', 'mà.']"
Hân hạnh được biết phu nhân và tiểu thư.,"['Hân', 'hạnh', 'được', 'biết', 'phu', 'nhân', 'và', 'tiểu', 'thư.']"
Lỗ tai cô ắt là đang nóng lên hả?,"['Lỗ', 'tai', 'cô', 'ắt', 'là', 'đang', 'nóng', 'lên', 'hả?']"
Lấy gì đền bù cho nỗi đau đớn của họ?,"['Lấy', 'gì', 'đền', 'bù', 'cho', 'nỗi', 'đau', 'đớn', 'của', 'họ?']"
Tôi thường nghĩ rằng... một ngày nào đó ...khi phụ tùng cuối cùng được lắp vào.,"['Tôi', 'thường', 'nghĩ', 'rằng...', 'một', 'ngày', 'nào', 'đó', '...khi', 'phụ', 'tùng', 'cuối', 'cùng', 'được', 'lắp', 'vào.']"
"Hey, Rob của chiếc xe là một Oompa Loompa quá","['Hey,', 'Rob', 'của', 'chiếc', 'xe', 'là', 'một', 'Oompa', 'Loompa', 'quá']"
"Với ta, Vịnh Xuân Quyền là một đại gia đình, không có sự khác biệt giữa ta, cậu và người khác.","['Với', 'ta,', 'Vịnh', 'Xuân', 'Quyền', 'là', 'một', 'đại', 'gia', 'đình,', 'không', 'có', 'sự', 'khác', 'biệt', 'giữa', 'ta,', 'cậu', 'và', 'người', 'khác.']"
Họ cho phép tôi làm ở đây bởi có vài thí nghiệm hơi nguy hiểm 1 chút..,"['Họ', 'cho', 'phép', 'tôi', 'làm', 'ở', 'đây', 'bởi', 'có', 'vài', 'thí', 'nghiệm', 'hơi', 'nguy', 'hiểm', '1', 'chút..']"
Anh có biết đau đớn như thế nào không?,"['Anh', 'có', 'biết', 'đau', 'đớn', 'như', 'thế', 'nào', 'không?']"
Tôi không cần biết có phải là ngay bây giờ không.,"['Tôi', 'không', 'cần', 'biết', 'có', 'phải', 'là', 'ngay', 'bây', 'giờ', 'không.']"
Sóng não của người đột biến khác với người bình thường.,"['Sóng', 'não', 'của', 'người', 'đột', 'biến', 'khác', 'với', 'người', 'bình', 'thường.']"
"Với cả tấm lòng tôi, thưa không.","['Với', 'cả', 'tấm', 'lòng', 'tôi,', 'thưa', 'không.']"
Đó chính là lúc tôi muốn bỏ đi.,"['Đó', 'chính', 'là', 'lúc', 'tôi', 'muốn', 'bỏ', 'đi.']"
Tôi sẽ làm mọi thứ để tìm ra hắn.,"['Tôi', 'sẽ', 'làm', 'mọi', 'thứ', 'để', 'tìm', 'ra', 'hắn.']"
hồng sư phụ ông là vị thầy diệp vấn này kính trọng nhất,"['hồng', 'sư', 'phụ', 'ông', 'là', 'vị', 'thầy', 'diệp', 'vấn', 'này', 'kính', 'trọng', 'nhất']"
Tôi sẽ tự dựng lều của mình.,"['Tôi', 'sẽ', 'tự', 'dựng', 'lều', 'của', 'mình.']"
- Cậu ấy làm tốt đấy chứ?,"['-', 'Cậu', 'ấy', 'làm', 'tốt', 'đấy', 'chứ?']"
Tôi có thể gợi ý... người Ethiopian?,"['Tôi', 'có', 'thể', 'gợi', 'ý...', 'người', 'Ethiopian?']"
"Không có kho báu nào được chôn giấu dành cho cô cả, Nancy Drew.","['Không', 'có', 'kho', 'báu', 'nào', 'được', 'chôn', 'giấu', 'dành', 'cho', 'cô', 'cả,', 'Nancy', 'Drew.']"
-Nhõ l chÒng ta bØt ½ßu ½i xin vây -}Ýy khéng phÀi l xin,"['-Nhõ', 'l', 'chÒng', 'ta', 'bØt', '½ßu', '½i', 'xin', 'vây', '-}Ýy', 'khéng', 'phÀi', 'l', 'xin']"
Có một sự lầm lẫn rất lớn ở đây,"['Có', 'một', 'sự', 'lầm', 'lẫn', 'rất', 'lớn', 'ở', 'đây']"
Em sẽ bắt được anh nếu đó là điều cuối cùng em làm được...,"['Em', 'sẽ', 'bắt', 'được', 'anh', 'nếu', 'đó', 'là', 'điều', 'cuối', 'cùng', 'em', 'làm', 'được...']"
Cô ấy không bảo anh là được nghỉ hôm nay à?,"['Cô', 'ấy', 'không', 'bảo', 'anh', 'là', 'được', 'nghỉ', 'hôm', 'nay', 'à?']"
Tôi phải nói rằng điều đó rất gần với kết quả chuẩn đoán của tôi,"['Tôi', 'phải', 'nói', 'rằng', 'điều', 'đó', 'rất', 'gần', 'với', 'kết', 'quả', 'chuẩn', 'đoán', 'của', 'tôi']"
Anh chút xíu nữa đã giết chết chính mình.,"['Anh', 'chút', 'xíu', 'nữa', 'đã', 'giết', 'chết', 'chính', 'mình.']"
"Hay quá, giờ thì tao chết rồi.","['Hay', 'quá,', 'giờ', 'thì', 'tao', 'chết', 'rồi.']"
Ngc Çåi nhân coi sóc an ninh kinh thành.,"['Ngc', 'Çåi', 'nhân', 'coi', 'sóc', 'an', 'ninh', 'kinh', 'thành.']"
Bố đang làm gì ngoài này vậy?,"['Bố', 'đang', 'làm', 'gì', 'ngoài', 'này', 'vậy?']"
"Còn gì nữa, Chủ tịch Lý sẽ giới thiệu anh là Phó chủ tịch..","['Còn', 'gì', 'nữa,', 'Chủ', 'tịch', 'Lý', 'sẽ', 'giới', 'thiệu', 'anh', 'là', 'Phó', 'chủ', 'tịch..']"
Em không có việc gì để làm à?,"['Em', 'không', 'có', 'việc', 'gì', 'để', 'làm', 'à?']"
Bây giờ chúng ta không còn gì nữa.,"['Bây', 'giờ', 'chúng', 'ta', 'không', 'còn', 'gì', 'nữa.']"
Hãy cho tôi đó và Siqueiros và te ...,"['Hãy', 'cho', 'tôi', 'đó', 'và', 'Siqueiros', 'và', 'te', '...']"
Tôi cố gắng đưa anh ra khỏi đây.,"['Tôi', 'cố', 'gắng', 'đưa', 'anh', 'ra', 'khỏi', 'đây.']"
"-Ờ, như công chú ngủ trong rừng hả.","['-Ờ,', 'như', 'công', 'chú', 'ngủ', 'trong', 'rừng', 'hả.']"
Nếu không chúng ta bỏ công chờ đợi 30 năm vì cái gì?,"['Nếu', 'không', 'chúng', 'ta', 'bỏ', 'công', 'chờ', 'đợi', '30', 'năm', 'vì', 'cái', 'gì?']"
Sao ngươi dám cuồng ngôn như vậy?,"['Sao', 'ngươi', 'dám', 'cuồng', 'ngôn', 'như', 'vậy?']"
Một lần chúng tôi đục một cái lỗ trên băng và thả xuống tài sản quý báu nhất của ổng.,"['Một', 'lần', 'chúng', 'tôi', 'đục', 'một', 'cái', 'lỗ', 'trên', 'băng', 'và', 'thả', 'xuống', 'tài', 'sản', 'quý', 'báu', 'nhất', 'của', 'ổng.']"
Tôi thấy cô ta ăn tối và còn nháy mắt lại với một tên khác.,"['Tôi', 'thấy', 'cô', 'ta', 'ăn', 'tối', 'và', 'còn', 'nháy', 'mắt', 'lại', 'với', 'một', 'tên', 'khác.']"
Tôi đã nói rồi - không có vé gì cả!,"['Tôi', 'đã', 'nói', 'rồi', '-', 'không', 'có', 'vé', 'gì', 'cả!']"
Anh tưởng sẽ không bao giờ gặp lại em nữa.,"['Anh', 'tưởng', 'sẽ', 'không', 'bao', 'giờ', 'gặp', 'lại', 'em', 'nữa.']"
"Anh nói như không có gì, nhưng anh luôn biết rõ có cái gì.","['Anh', 'nói', 'như', 'không', 'có', 'gì,', 'nhưng', 'anh', 'luôn', 'biết', 'rõ', 'có', 'cái', 'gì.']"
Danh dự và vinh quang của 1 người được tạo lên từ chính sự thật của anh ta.,"['Danh', 'dự', 'và', 'vinh', 'quang', 'của', '1', 'người', 'được', 'tạo', 'lên', 'từ', 'chính', 'sự', 'thật', 'của', 'anh', 'ta.']"
Cậu như từ một hành tinh khác đến Đúng hành tinh của chính cậu thế giới của chính cậu,"['Cậu', 'như', 'từ', 'một', 'hành', 'tinh', 'khác', 'đến', 'Đúng', 'hành', 'tinh', 'của', 'chính', 'cậu', 'thế', 'giới', 'của', 'chính', 'cậu']"
Xô một bà già lăn quay ra đất... chỉ bởi bà ấy đứng chắn giữa anh và cửa ra?,"['Xô', 'một', 'bà', 'già', 'lăn', 'quay', 'ra', 'đất...', 'chỉ', 'bởi', 'bà', 'ấy', 'đứng', 'chắn', 'giữa', 'anh', 'và', 'cửa', 'ra?']"
"Vì lúc đó, mày còn mải phê thuốc và thấy hối hận.","['Vì', 'lúc', 'đó,', 'mày', 'còn', 'mải', 'phê', 'thuốc', 'và', 'thấy', 'hối', 'hận.']"
"- Thưa ngài, một câu hỏi nữa thôi","['-', 'Thưa', 'ngài,', 'một', 'câu', 'hỏi', 'nữa', 'thôi']"
Họ không phải là dân tộc của tôi.,"['Họ', 'không', 'phải', 'là', 'dân', 'tộc', 'của', 'tôi.']"
"Oh, lạy Chúa, anh vẫn còn ca hát chứ?","['Oh,', 'lạy', 'Chúa,', 'anh', 'vẫn', 'còn', 'ca', 'hát', 'chứ?']"
"- Chỉ là một cái nón Pháp thôi mà, Mẹ!","['-', 'Chỉ', 'là', 'một', 'cái', 'nón', 'Pháp', 'thôi', 'mà,', 'Mẹ!']"
Tôi ngạc nhiên nếu những chiến binh biến mất khỏi thế giới này.,"['Tôi', 'ngạc', 'nhiên', 'nếu', 'những', 'chiến', 'binh', 'biến', 'mất', 'khỏi', 'thế', 'giới', 'này.']"
Đội gỡ bom đã sẵn sàng để xử lí gã này.,"['Đội', 'gỡ', 'bom', 'đã', 'sẵn', 'sàng', 'để', 'xử', 'lí', 'gã', 'này.']"
Nhưng từ đó thì mất tăm tích luôn.,"['Nhưng', 'từ', 'đó', 'thì', 'mất', 'tăm', 'tích', 'luôn.']"
"Anh biết không, sự vui lòng và sẽ dễ chịu hơn đó.","['Anh', 'biết', 'không,', 'sự', 'vui', 'lòng', 'và', 'sẽ', 'dễ', 'chịu', 'hơn', 'đó.']"
"Cô Jankis, quan điểm của công ty không phải là Sammy đang giả vờ.","['Cô', 'Jankis,', 'quan', 'điểm', 'của', 'công', 'ty', 'không', 'phải', 'là', 'Sammy', 'đang', 'giả', 'vờ.']"
"Đề phòng tôi không còn gặp lại ông nữa, tôi nợ ông bao nhiêu về việc chăm sóc cho cô gái đó?","['Đề', 'phòng', 'tôi', 'không', 'còn', 'gặp', 'lại', 'ông', 'nữa,', 'tôi', 'nợ', 'ông', 'bao', 'nhiêu', 'về', 'việc', 'chăm', 'sóc', 'cho', 'cô', 'gái', 'đó?']"
Còn nhiều thứ phải học lắm đấy.,"['Còn', 'nhiều', 'thứ', 'phải', 'học', 'lắm', 'đấy.']"
"Gân mạch đã đứt, tạm thời bị liệt.","['Gân', 'mạch', 'đã', 'đứt,', 'tạm', 'thời', 'bị', 'liệt.']"
"Như tôi đã bảo, không ai muốn nói cả, đúng không?","['Như', 'tôi', 'đã', 'bảo,', 'không', 'ai', 'muốn', 'nói', 'cả,', 'đúng', 'không?']"
"- Cậu nói ""đi"" nghĩa là sao?","['-', 'Cậu', 'nói', '""đi""', 'nghĩa', 'là', 'sao?']"
"Sibylla đã ra đi, cổ đã đi xa và đi khỏi đời tôi.","['Sibylla', 'đã', 'ra', 'đi,', 'cổ', 'đã', 'đi', 'xa', 'và', 'đi', 'khỏi', 'đời', 'tôi.']"
Anh ấy thấy chính mình trong ngọn lửa.,"['Anh', 'ấy', 'thấy', 'chính', 'mình', 'trong', 'ngọn', 'lửa.']"
- Nếu nó có thể trở lại như thế kia...,"['-', 'Nếu', 'nó', 'có', 'thể', 'trở', 'lại', 'như', 'thế', 'kia...']"
Không ăn cơm đâu Tôi có việc cần anh giúp,"['Không', 'ăn', 'cơm', 'đâu', 'Tôi', 'có', 'việc', 'cần', 'anh', 'giúp']"
Cô ấy giết cả 3 đứa con của mình,"['Cô', 'ấy', 'giết', 'cả', '3', 'đứa', 'con', 'của', 'mình']"
"Những gì huynh ấy muốn, tôi sẽ làm.","['Những', 'gì', 'huynh', 'ấy', 'muốn,', 'tôi', 'sẽ', 'làm.']"
Ông đã có thể chiến đấu với Thịnh.,"['Ông', 'đã', 'có', 'thể', 'chiến', 'đấu', 'với', 'Thịnh.']"
- Còn anh phải chết rồi chứ?,"['-', 'Còn', 'anh', 'phải', 'chết', 'rồi', 'chứ?']"
"để anh nói cho em biết chỉ có 1 người thật sự đang định làm hại em, chính là anh.","['để', 'anh', 'nói', 'cho', 'em', 'biết', 'chỉ', 'có', '1', 'người', 'thật', 'sự', 'đang', 'định', 'làm', 'hại', 'em,', 'chính', 'là', 'anh.']"
Lúc nào Malèna cũng bị một ai đó phá đám!,"['Lúc', 'nào', 'Malèna', 'cũng', 'bị', 'một', 'ai', 'đó', 'phá', 'đám!']"
Họ mới là anh hùng thật sự.,"['Họ', 'mới', 'là', 'anh', 'hùng', 'thật', 'sự.']"
"- Thật vậy , anh về nhà rồi.","['-', 'Thật', 'vậy', ',', 'anh', 'về', 'nhà', 'rồi.']"
Điều gì khiến hai người đến nơi này?,"['Điều', 'gì', 'khiến', 'hai', 'người', 'đến', 'nơi', 'này?']"
Thật ra tôi vẩn còn bị choáng váng tôi không chắc ông là người thật hay là...,"['Thật', 'ra', 'tôi', 'vẩn', 'còn', 'bị', 'choáng', 'váng', 'tôi', 'không', 'chắc', 'ông', 'là', 'người', 'thật', 'hay', 'là...']"
"Ổng sẽ đi ra dừng lại, và quay lại.","['Ổng', 'sẽ', 'đi', 'ra', 'dừng', 'lại,', 'và', 'quay', 'lại.']"
- Pike đang giấu cái gì đó,"['-', 'Pike', 'đang', 'giấu', 'cái', 'gì', 'đó']"
Câu trả lời vẫn là không đấy.,"['Câu', 'trả', 'lời', 'vẫn', 'là', 'không', 'đấy.']"
"Tệ thật như trong, ""The Chernobly ở đây và tất cả chúng ta tốt""?","['Tệ', 'thật', 'như', 'trong,', '""The', 'Chernobly', 'ở', 'đây', 'và', 'tất', 'cả', 'chúng', 'ta', 'tốt""?']"
Phải trót lọt chuyện này thì mới có tiền đươc.,"['Phải', 'trót', 'lọt', 'chuyện', 'này', 'thì', 'mới', 'có', 'tiền', 'đươc.']"
"Không, Aldous Snow có những thứ tốt hơn để làm vào buổi sáng hơn là gọi cho bạn gái cũ","['Không,', 'Aldous', 'Snow', 'có', 'những', 'thứ', 'tốt', 'hơn', 'để', 'làm', 'vào', 'buổi', 'sáng', 'hơn', 'là', 'gọi', 'cho', 'bạn', 'gái', 'cũ']"
Tôi biết vợ tôi đến gặp bá nhờ bà làm mấy màn ma thuật.,"['Tôi', 'biết', 'vợ', 'tôi', 'đến', 'gặp', 'bá', 'nhờ', 'bà', 'làm', 'mấy', 'màn', 'ma', 'thuật.']"
"Nói coi nếu nó thương bay, sao nó lại bỏ đi?","['Nói', 'coi', 'nếu', 'nó', 'thương', 'bay,', 'sao', 'nó', 'lại', 'bỏ', 'đi?']"
Cô có đúng thứ cháu cần đấy.,"['Cô', 'có', 'đúng', 'thứ', 'cháu', 'cần', 'đấy.']"
"nhìn vào đây, cười, và chờ chớp lóe lên nhé","['nhìn', 'vào', 'đây,', 'cười,', 'và', 'chờ', 'chớp', 'lóe', 'lên', 'nhé']"
Lúc này anh đang bị áp lực và tay anh hoàn toàn ổn định.,"['Lúc', 'này', 'anh', 'đang', 'bị', 'áp', 'lực', 'và', 'tay', 'anh', 'hoàn', 'toàn', 'ổn', 'định.']"
Cô ấy có 1 công việc tốt.,"['Cô', 'ấy', 'có', '1', 'công', 'việc', 'tốt.']"
Họ chỉ muốn đếm chúng ta thôi.,"['Họ', 'chỉ', 'muốn', 'đếm', 'chúng', 'ta', 'thôi.']"
